question_id,user_id,course_id,question,content,timestamp,priority,hide,hcp
946,3931,2,I get pains in my feet from deadening of the nerves will this help me,NULL,17/11/2015 20:51,NULL,0,0
947,4026,2,IS it easy to get used to low carbs,NULL,17/11/2015 21:24,NULL,0,0
948,4087,2,what would average weight loss be weekly.,NULL,17/11/2015 21:45,NULL,0,0
949,4087,2,how do i move on to next section,NULL,17/11/2015 22:04,NULL,0,0
950,3911,0,How do I view recipes please?,NULL,17/11/2015 22:07,NULL,0,0
951,4112,0,Is there an appointment that can be downloaded for this course,NULL,17/11/2015 22:12,NULL,0,0
952,4029,2,I've started having a fruit/veg smoothie for lunch and find it amazingly filling without any adverse effects on my sugar control. Is this what I should expect from the low carb diet? ,NULL,17/11/2015 22:13,NULL,0,0
954,4155,0,How do I view recipes ,NULL,17/11/2015 22:28,NULL,0,0
955,4155,0,Will I have a reaction to low carbs,NULL,17/11/2015 22:29,NULL,0,0
956,4190,2,Can a child of 10 follow this,NULL,17/11/2015 22:34,NULL,0,0
957,4444,2,Need recipes ,NULL,18/11/2015 06:26,NULL,0,0
959,4472,2,I'd like to get started now. Whats the next move?,NULL,18/11/2015 07:14,NULL,0,0
961,3456,2,Meal plans,NULL,18/11/2015 10:46,NULL,0,0
965,4661,2,What does the module content ,NULL,18/11/2015 11:14,NULL,0,0
967,4561,2,"Have cut down a bit already, but what to eat for breakfast instead of cereals. Already eat high fibre p
",NULL,18/11/2015 13:49,NULL,0,0
968,4563,0,Whats the ideal breakfast on the low carb program,NULL,18/11/2015 15:09,NULL,0,0
969,1041,2,I am always hungry I would like to know how I can avoid it then stuffing with Cars?  ,NULL,18/11/2015 17:17,NULL,0,0
970,4389,2,"I have pancreatic tumours, is this diet suitable for me?",NULL,18/11/2015 19:19,NULL,0,0
971,1843,0,"Download theAPP ??????  some of us Old Farties have neither IOS nor Android devices, so are left out of things here.  Is there any other route?",NULL,18/11/2015 20:22,NULL,0,0
972,1843,0,"What should I do if my Pre-meal test shows that I am close tp or actually suffering a hypo?  Currently I adjust my 'with meal'' 
medication",NULL,18/11/2015 20:24,NULL,0,0
973,3832,0,"How can I avoid losing weight on low carb diet ? 
I am already a low weight ",NULL,18/11/2015 20:29,NULL,0,0
974,3064,2,"I have pancreatitis,malformed pancreasfrom birth,will this help",NULL,18/11/2015 20:53,NULL,0,0
975,2842,2,What can I eat instead of bread. I like a sandwich,NULL,18/11/2015 21:03,NULL,0,0
976,4960,2,I will be fasting vegan next week till 7 January. ..can I still follow the program,NULL,18/11/2015 22:14,NULL,0,0
977,4960,2,Need help with portions ,NULL,18/11/2015 22:16,NULL,0,0
978,2098,2,"Why are you making this all so difficult..... There is nothing in week one! Just received an e:Mail telling me that the resources is now unlocked, like some kind of online game. I just want to learn .",NULL,19/11/2015 11:07,0,0,0
979,3745,0,Got an email to log in to resources section. Where?  Got to do better than this.,NULL,19/11/2015 07:27,NULL,0,0
980,3704,0,"How do you download a cook book without having to register, when I register it tells me I am already registered and if I don't it brings up the registration window again can't seem to win!!",NULL,19/11/2015 16:49,NULL,0,0
981,5417,2,Is there side effects,NULL,20/11/2015 00:08,NULL,0,0
982,5414,2,I do not understand low carbs in relation to food labelling eg  carbs and of which are sugars. I don't understand what I should be looking for. Will this all be explained please?,NULL,20/11/2015 00:19,NULL,0,0
984,5434,2,What is the success rate of low carb diet in type 2 DM,NULL,20/11/2015 02:06,NULL,0,0
985,5527,0,I've never been given help with my diabetic diet & I need help as I work a shift pattern - HELP,NULL,20/11/2015 10:41,NULL,0,0
991,5703,2,"I suffer with a Hyatius Hernia so have to be careful with certain foods. will the low carb diet incorporate this
",NULL,20/11/2015 18:31,NULL,0,0
992,1975,2,Is it good to take Chromium supplements?,NULL,20/11/2015 21:07,NULL,0,0
994,5906,2,Where can I get a list of carbs,NULL,21/11/2015 10:25,NULL,0,0
996,6054,2,Hi. Really should have either english subtitles on the videos or transcript for your deaf members. I am disheartened. ,NULL,21/11/2015 20:48,NULL,0,0
999,4957,2,What snacks should I aim for,NULL,22/11/2015 04:30,NULL,0,0
1001,6085,2,How do I access a low carb eating programme?,NULL,22/11/2015 09:28,NULL,0,0
1002,6259,0,What must I avoid?what must I have?,NULL,22/11/2015 13:51,NULL,0,0
1003,5788,2,Where do I find a typical daily eating program and chart of the carbohydrate values of common foods?,NULL,22/11/2015 15:46,NULL,0,0
1004,6305,0,Why can't we do this at own pace rather than over ten weeks?,NULL,22/11/2015 19:14,NULL,0,0
1005,783,0,"Suggestion to walk is not helpful to wheelchair user. 
",NULL,22/11/2015 20:22,NULL,0,0
1006,2046,3,This info. Was really basic. Do we actually have to wait a whole week for more?,NULL,22/11/2015 21:25,NULL,0,0
1007,1358,3,"I'd like a better flour than golden flax, Almond flour seems better but some reports on health issues using it. Is it safe? I keep carbs below 100/day, above this my glucose shoots up? Is this OK?",NULL,22/11/2015 21:28,NULL,0,0
1008,6612,2,Hi. Would you be able to provide a low carb diet plan for a vegan diabetic?,NULL,23/11/2015 16:48,NULL,0,0
1009,6677,0,"I really commend you on giving this info online. Much better advice than our local program at diabetes centre. I do fast though as per Dr. Jason Fung, in Toronto.",NULL,23/11/2015 20:49,NULL,0,0
1010,6708,2,I've had a change in my eyes will this help,NULL,23/11/2015 22:18,NULL,0,0
1011,7112,0,In the survey it asks what medication you take for your Diabetes I take Bydureon as one of my medications and it asks for your daily dosage I donâ€™t have a daily dosage I take 2mgs once a week by injection not daily so could not answer that question but the survey would not let me continue unless I put in an answer will this affect the finale results as I progress though the course ,NULL,25/11/2015 01:21,NULL,0,0
1012,7175,2,"Is this pogramme suitable for vegans?
",NULL,25/11/2015 08:32,NULL,0,0
1013,7243,2,"Why is the lower limit 120 grams of Carbs per day. If I eat as much as this per day I will have high BG levels.
  ",NULL,25/11/2015 12:12,NULL,0,0
1014,3260,3,"I am not new to the LCHF diet I have been on this way of eating now for almost 5 months and aim to be around 20 net carbs a day I am aiming for ketosis and weight loss, however I am not losing weight.",NULL,25/11/2015 14:31,NULL,0,0
1015,3260,3,"I have lost minimal inches also, the most weight I have lost was in the first week and only down 9 lbs. Not sure why,other than calories to high and protein over 100 grams. I eat till satisfied only.",NULL,25/11/2015 14:33,NULL,0,0
1016,7398,2,Can I do the low carb programme as a vegetarian? ,NULL,25/11/2015 19:33,NULL,0,0
1017,7427,2,I can;t eat Legumes or too much Grains and Fibre. Will this affect me doing Low Carb ?,NULL,25/11/2015 21:38,NULL,0,0
1018,7524,2,I've just started Victoria will this programme help,NULL,26/11/2015 08:10,NULL,0,0
1020,328,4,"Whilst the 30day menu looks nice...some of the breakfasts are between 40and 60g carbohydrate.I struggle on 10gsm for breakfast so these are more than my daily allowance .Can we h ave more low c
",NULL,28/11/2015 16:35,NULL,0,0
1021,309,4,How do nuts ( eg walnuts) fit in low-carb ?,NULL,28/11/2015 19:42,NULL,0,0
1022,8237,2,Can i do the low carb with DD and IBS,NULL,28/11/2015 19:46,NULL,0,0
1023,8254,2,Just realised I am going on a cruise until 9th Dec so can I start after that date,NULL,28/11/2015 19:55,NULL,0,0
1025,8285,2,"I would like to start a low carbohydrate program but l will be with family and friends during Christmas and some of the new year, is it be
",NULL,28/11/2015 20:20,NULL,0,0
1026,8285,2,Will a low carb diet cause constipation.,NULL,28/11/2015 20:22,NULL,0,0
1027,8318,0,"I am 5'4"" and 13 stone 5llbs, what is my bmi please as I need this information for the survey.",NULL,28/11/2015 20:48,NULL,0,0
1028,8348,2,"I currently take metformin 1000mg twice a day, I would like to start a low carb diet,  would I get low blood readings or will I be ok",NULL,28/11/2015 21:02,NULL,0,0
1029,8388,0,Can a low carb  diet help with high colestral ,NULL,28/11/2015 21:21,NULL,0,0
1030,8503,2,Diet?,NULL,29/11/2015 01:26,NULL,0,0
1031,5878,0,How do you work out the carbs in foods,NULL,29/11/2015 02:43,NULL,0,0
1033,8609,0,"Hi, I was diagnosed 6 weeks ago, since then I have been low carving and my readings are down to normal, typically 5-7, I want to do this safely but also need to GAIN weigh, any tips?",NULL,29/11/2015 08:28,NULL,0,0
1034,8655,2,Just followed instructions for week one but cannot see any meal plans or recipies. Am I missing something,NULL,29/11/2015 08:32,NULL,0,0
1036,8233,2,"Love bread, is there any ""lower carb"" types available which impact less on Blood Glucose levels?",NULL,29/11/2015 08:56,NULL,0,0
1037,8712,2,Iv followed the instructions what happens next?,NULL,29/11/2015 09:08,NULL,0,0
1038,8805,2,"I am using a macbook air, I cannot hear the sound on the video. Yes, the machine volume is turned up.Any thoughts?",NULL,29/11/2015 09:30,NULL,0,0
1039,8659,2,"I seem to be the same as a few other ""new joiners"" and am unsure what I eat/do for the first week.",NULL,29/11/2015 09:36,NULL,0,0
1040,8831,0,I've been struggling with my weight for 15yrs with no success is there anyone out there in the same boat who has a solution.,NULL,29/11/2015 09:40,NULL,0,0
1041,8839,2,"I have been following a low carb diet for the past 6 months.  For the first 4 months I was losing weight, 21lbs so far but have not lost anything for the past 2 months.  What can I do next?  ",NULL,29/11/2015 09:47,NULL,0,0
1042,8908,2,"I was originally told I had type1 but was borderline 18 month ago , now told could be type2 and have gone from novo rapid and insultard to metformin and insultard in the last month will low carb help?",NULL,29/11/2015 10:23,NULL,0,0
1043,8949,0,Can't control my weight??,NULL,29/11/2015 10:25,NULL,0,0
1044,8965,2,"Not got diabetes but had a scare, will this help in order to prevent onset? Thank you",NULL,29/11/2015 10:35,NULL,0,0
1045,8895,2,I have been following low carb@ 80-90 gems carbs. Is this too low?,NULL,29/11/2015 10:44,NULL,0,0
1046,4761,0,"I have been doing low carbs for about 8 weeks, but I do not measure my carb intake how would I do this, I eat a lot of veg.",NULL,29/11/2015 11:00,NULL,0,0
1047,9048,2,"I'm pre diabetic, would a low carb diet help prevent diabetes from developing? I'm 62 years old, am from SE Asia, my father had age related T2 and I'm not overweight  (5""2 - 7st), I exercise everyday.",NULL,29/11/2015 11:52,NULL,0,0
1048,8892,2,I eat lots of veggies and I know they contain carbs but not sure how many.... Anybody advise?,NULL,29/11/2015 12:36,NULL,0,0
1049,8557,2,I have seen a lot of type 2 diabetics requiring insulin eventually. Will a low carb diet prevent this. ,NULL,29/11/2015 14:51,NULL,0,0
1050,6677,2,I have been on a low carb high fat diet since Mar 1 and have lost 30 pounds.  My total cholesterol and LDL cholesterol readings have increased exponentially.  Can you give me an explanation?,NULL,29/11/2015 15:14,NULL,0,0
1051,6677,0,How do I get to the second lesson?,NULL,29/11/2015 15:16,NULL,0,0
1052,9213,2,What is a healthy weight loss per week to aim for ?,NULL,29/11/2015 15:24,NULL,0,0
1053,6677,0,Me again.  I did the first lesson last week and then tried to return to this site but could not.  Only got here today because I was sent an email from the program.  Is that how it works?  Do you send an email each week?  Another problem - I did lesson 1 last week but cannot do lesson 2 today - only a repeat of lesson 1.  ????,NULL,29/11/2015 15:26,NULL,0,0
1055,6677,0,"Cannot seem to get to the ""resources""",NULL,29/11/2015 15:40,NULL,0,0
1056,9251,2,why is my fasting glucose in the morning so high,NULL,29/11/2015 15:40,NULL,0,0
1057,9342,0,"I can't see the Video in Firefox, but the sound is OK",NULL,29/11/2015 17:29,NULL,0,0
1058,9335,2,you kept on breaking up so stopped listening  however did try to down the 7 day meal plan on low carbs but a lot of fjkfjowiejhfh came out this is just an example tried to open but could not ,NULL,29/11/2015 17:36,NULL,0,0
1060,9452,0,"Where is this ""7 Day Meal Plan"" that I can download?",NULL,29/11/2015 21:06,NULL,0,0
1061,9224,2,I am on a very low carb diet but my reading are still high...don't know what else to do,NULL,29/11/2015 21:21,NULL,0,0
1062,313,4,"While the 30 day plan looks good and well balanced, it is not very practical for an indian lacto-vegetarian. I have dairy and eggs, but not fish or meat. :( ",NULL,29/11/2015 22:34,NULL,0,0
1063,9617,0,I am a vegetarian and don't eat mean of any kind.  Do you make suggestions for replacement?,NULL,30/11/2015 02:20,NULL,0,0
1064,5434,3,Does wheat flour raise blood sugar faster than rice?,NULL,30/11/2015 05:06,NULL,0,0
1065,9662,2,Would love to try the program as I find I can't do it alone  I despralatly need help my blood sugar is 12,NULL,30/11/2015 07:26,NULL,0,0
1066,2700,3,Why should the levels increase overnight,NULL,30/11/2015 08:26,NULL,0,0
1067,9699,2,"I have lost a lot of weight and want to put a little back on, does that mean low carb so wrong for me?
",NULL,30/11/2015 09:55,NULL,0,0
1068,9854,0,Why do you need so much informaqtion from me before commecent the program i.e. Household income?,NULL,30/11/2015 15:59,NULL,0,0
1070,9900,0,If I cut out most carbs aren't I going to feel hungry? Won't my husband just fill up on snacks?,NULL,30/11/2015 19:07,NULL,0,0
1071,9662,2,Any tips on how to keep motivated on this program,NULL,30/11/2015 20:51,NULL,0,0
1072,9960,2,"At what stage will you give advice on carbs in food  eg oranges, apples?  I follow a vegetarian diet - will this interfere with future advice?",NULL,30/11/2015 21:34,NULL,0,0
1073,10076,2,"I try to follow a vegan diet, will that be catered for?",NULL,01/12/2015 07:26,NULL,0,0
1074,8834,0,If branded food names are used do you give alternative names. Reason for my question is that we do not get UK brands in South Africa,NULL,01/12/2015 12:22,NULL,0,0
1075,1843,0,On an Admin note: How do we insert a line feedto make longer posts easier to read?  I have tried RETURN and CTRL+RETURN but both terminate the post,NULL,01/12/2015 15:36,NULL,0,0
1076,10827,0,How do. Add his app to my iPad ?,NULL,01/12/2015 17:18,NULL,0,0
1077,10861,2,Lost 5 stone and had gastric band. What low carb meals are suitable and won't get stuck?,NULL,01/12/2015 19:59,NULL,0,0
1078,11354,2,As a vegetarian ( no fish meat or eggs eaten ) how can I follow a low carb diet ,NULL,01/12/2015 22:24,NULL,0,0
1079,6968,3,Does Fructose raise blood sugar levels? It has the same atoms as glucose but is not  broken down to glucose. Is that right?,NULL,01/12/2015 23:50,NULL,0,0
1080,9947,2,"Nigerian foods r basically carbohydrates. I'm at a loss as to how to eliminate carbs a d don't kn
ow what to eat",NULL,02/12/2015 01:39,NULL,0,0
1081,11720,2,Low carb means Low or no gluten?,NULL,02/12/2015 04:24,NULL,0,0
1082,12530,2,what do I eat instead of carbs,NULL,02/12/2015 20:14,NULL,0,0
1083,12974,0,I am just prediabetes now not really diabetes I need advice on what to do and what not to do.  Also what to eat and what not to eat ,NULL,03/12/2015 00:13,NULL,0,0
1084,13091,2,Im on steroid maitnance treatment can i still do this and lose weight,NULL,03/12/2015 08:19,NULL,0,0
1085,13107,2,What is the best fruit to eat with type 1 diabetic,NULL,03/12/2015 09:35,NULL,0,0
1086,13172,2,"What can I eat in between meal,I don't like fruit only bananas ",NULL,03/12/2015 10:58,NULL,0,0
1088,13384,0,I take a lot of medication can this affect my weight,NULL,03/12/2015 16:44,NULL,0,0
1089,13393,2,Can I eat plenty of fruit,NULL,03/12/2015 16:58,NULL,0,0
1090,3038,4,If half plate is veg and a quarter is fat/protein. What is the other quarter? Carbs?,NULL,03/12/2015 18:21,NULL,0,0
1091,13115,2,My weight is 50kilos so I don't need to loose weight how many carbs should I eat a day to maintain or to increase my weight,NULL,03/12/2015 19:53,NULL,0,0
1092,13115,2,What happens now when do we start the programme,NULL,03/12/2015 19:59,NULL,0,0
1093,13641,2,Is exercise included,NULL,03/12/2015 22:47,NULL,0,0
1094,13671,2,What exercises can I do as have got broken foot so can't do much walking ,NULL,03/12/2015 23:10,NULL,0,0
1096,13814,2,"I am hungry all the time and cannot lose weight
",NULL,04/12/2015 01:14,NULL,0,0
1097,13814,2,I have a hard time remembering to test,NULL,04/12/2015 01:17,NULL,0,0
1100,13821,0,I forget to inject and readings are high,NULL,04/12/2015 01:21,NULL,0,0
1101,13777,2,Are low carb high protein drinks for meal replacement ok?,NULL,04/12/2015 01:22,NULL,0,0
1102,13777,2,What happens to your fingers if you test too much?,NULL,04/12/2015 01:23,NULL,0,0
1103,13821,2,How to control hypo with low carb,NULL,04/12/2015 03:26,NULL,0,0
1106,13002,0,How do I find this to log in on apple device? Can't seem to bookmark. Is there an icon to save? ,NULL,04/12/2015 10:39,NULL,0,0
1107,14047,2,unable to do much exercise due to other health problems ie disabled,NULL,04/12/2015 10:56,NULL,0,0
1108,14074,0,"I have ibs so have difficulty eating fibre such as wholemeal bread, pasta and more than a small portion of fruit a day.  Can I still participate in low carb diet healthily",NULL,04/12/2015 11:24,NULL,0,0
1111,9493,0,Are the carbs higher in carrots when you cook them,NULL,04/12/2015 15:07,NULL,0,0
1112,14655,2,"how do i get the swelling down in my feet and legs, 
",NULL,05/12/2015 05:30,NULL,0,0
1113,12000,2,"I am not a diabetic but have dips in my blood sugar especially when I drink alcohol, why is this?",NULL,05/12/2015 09:17,NULL,0,0
1115,13807,0,how do I modify this for gout and nafld,NULL,05/12/2015 11:27,NULL,0,0
1116,1843,0,"Hi, my attention has been drawn.regarding recent findings regarding High Fat diets.  I would copy links to the relevant reports but I run out of chars. 2 reports are from reputable sources
",NULL,05/12/2015 12:48,NULL,0,0
1117,14419,2,I have just had annual blood test for type 2. Result was 61 which doctor said was good as it should be below 59. Is this correct ?,NULL,05/12/2015 12:56,NULL,0,0
1118,14726,2,Weigh is a problem how do I go forward,NULL,05/12/2015 13:25,NULL,0,0
1119,14859,2,How do I know how much carb is in fruit and veg,NULL,05/12/2015 14:56,NULL,0,0
1120,14859,2,Do I have to speak to my GP,NULL,05/12/2015 14:57,NULL,0,0
1123,14857,2,Is this programme suitable for Type 1 diabetes?,NULL,05/12/2015 15:26,NULL,0,0
1124,14921,2,Not a question. I can't seem to download the letter for my Dr.,NULL,05/12/2015 17:50,NULL,0,0
1125,14951,2,Low carb but not no carb ....is that right,NULL,05/12/2015 18:40,NULL,0,0
1126,3610,2,What food can I eat on low carb,NULL,05/12/2015 21:46,NULL,0,0
1127,15066,2,How much less insulin would i need on low carb diet,NULL,05/12/2015 22:33,NULL,0,0
1128,14652,2,how much rice and bread can I take on low carb diet,NULL,06/12/2015 01:09,NULL,0,0
1129,565,3,How much fruit can you eat in a day,NULL,06/12/2015 09:32,NULL,0,0
1130,13650,0,"How does good exercise, ie a 3 mile walk, affect blood sugars",NULL,06/12/2015 10:34,NULL,0,0
1132,15461,0,I'm vegan can I still do this ,NULL,06/12/2015 18:23,NULL,0,0
1134,15478,0,"Hi I would like to try the low carb diet but I do not eat eggs, daily products or cheese what could I use as an alternative please thank you ",NULL,06/12/2015 20:44,NULL,0,0
1138,15535,2,What food can I eat this week ,NULL,06/12/2015 20:55,NULL,0,0
1139,2155,0,"I have for years ate a low fat diet with not much success to be honest, my diabetes hbaic has risen but im afraid to eat high fat food because I think it will cause weight gain",NULL,06/12/2015 22:33,NULL,0,0
1140,2155,5,"i am worried I will put on weight using high fat foods such as advocado, nuts, cheese and high fat yoghurts and oils, my aim is to loose weight and control my diabetes.
",NULL,06/12/2015 22:48,NULL,0,0
1141,15655,0,"I also have Multi Myeloma and I have diet restrictions with this i.e. i.e. Prawns, smoked salmon, eggs, take always etc so I am a bit unsure if I can follow this diet entirely",NULL,07/12/2015 07:55,NULL,0,0
1142,9012,3,"I have reduced my car intake by about 50% and it is giving me immediate results, what is a safe/healthy carb intake?",NULL,07/12/2015 09:12,NULL,0,0
1143,6773,0,Where can I find the low carb meal plan?,NULL,07/12/2015 09:17,NULL,0,0
